t_index	tf-idf
2	0.0020095175665952847
11	0.008400960211332704
14	0.002259560986367129
15	0.0024352423898839543
43	0.0025242661474040025
74	0.0033384420331350785
75	0.004643163373043399
101	0.003725652892407192
139	0.00642699302665086
189	0.002611069083573255
190	0.0038366636047382327
265	0.0074139766189917815
277	0.0028496800123973104
303	0.0041592200247016166
308	0.005220511763389894
320	0.004986557964912294
354	0.0027838767901831006
355	0.00336582588351136
368	0.0074139766189917815
392	0.0028986166613477883
432	0.002619229084896844
468	0.003067575076131739
496	0.0036226743210903915
625	0.0031016145377504986
725	0.005170544659925184
748	0.004609657913431314
769	0.006109255279083462
782	0.002756580433513818
787	0.002611069083573255
798	0.004423665702123355
801	0.008400960211332704
806	0.008400960211332704
991	0.002703509085667014
1021	0.003936278781766825
1082	0.0025242661474040025
1169	0.0074139766189917815
1177	0.003798690252115888
1192	0.0063130189077681975
1228	0.004986557964912294
1232	0.00767358726177088
1322	0.00767358726177088
1378	0.008400960211332704
1420	0.00767358726177088
1463	0.005699620077089036
1474	0.004902774015822497
1486	0.0027747197403989363
1512	0.005075581722432342
1566	0.008400960211332704
1568	0.00767358726177088
1574	0.004986557964912294
1589	0.006686603669429958
1647	0.004902774015822497
1711	0.0027656212025144377
1731	0.00642699302665086
1900	0.00319657747524334
1939	0.0026523449108126662
1972	0.007194478948071739
1976	0.003639328503153588
2032	0.00767358726177088
2065	0.004423665702123355
2110	0.0034222259822248757
2123	0.00642699302665086
2147	0.0025474197686744513
2148	0.005699620077089036
2159	0.005440009434309938
2209	0.0036732328747543057
2223	0.002878839727675942
2284	0.0024716616726831587
2343	0.003936278781766825
2348	0.005075581722432342
2360	0.007991325009338277
2420	0.002298221723185352
2504	0.004576922762917868
2573	0.0036226743210903915
2623	0.003725652892407192
2628	0.003233887461287598
2652	0.003352068130745432
2653	0.004677476270348858
2704	0.0031843549423933625
2713	0.00767358726177088
2776	0.00478567384445681
2873	0.007991325009338277
2919	0.007194478948071739
2973	0.0030018441908493485
2979	0.0033384420331350785
3018	0.00556390635525879
3065	0.0032089058322050013
3090	0.0011862530047726033
3103	0.0027747197403989363
3147	0.00425918501535047
3167	0.002694853032663052
3179	0.002344693979929326
3185	0.004483004135214491
3252	0.0049440498430619075
3309	0.006109255279083462
3348	0.006686603669429958
3351	0.00404339063997459
3353	0.005272296245957869
3375	0.004183561067584262
3377	0.003451286507901286
3431	0.004423665702123355
3525	0.00767358726177088
3620	0.005030374232315512
3714	0.0063130189077681975
3769	0.0063130189077681975
3801	0.005170544659925184
3803	0.0032593152143917366
3884	0.004643163373043399
4029	0.005075581722432342
4036	0.003573849549282703
4058	0.003639328503153588
4212	0.004088598130091421
4234	0.005699620077089036
