t_index	tf-idf
15	0.002357933107665416
239	0.00342975468842871
319	0.002948648917069486
355	0.003258974268161793
393	0.004228076009772066
468	0.002970191740381525
612	0.008693282931784622
619	0.007737632151898968
633	0.002787447990289404
741	0.005054781231218787
767	0.003660074266678271
836	0.009648933711670277
876	0.0035076687870875217
917	0.001560760043772427
945	0.00463374769066453
1013	0.008134263061766586
1030	0.003370446075832665
1031	0.0023719303105386065
1129	0.002489338457374067
1164	0.0023719303105386065
1233	0.009648933711670277
1321	0.004597934959205199
1344	0.0054514121410864065
1359	0.0037526400722059324
1488	0.002731546577406247
1504	0.003299727362463928
1508	0.0018223214848499011
1585	0.003678096910778876
1671	0.0035566223073017884
1672	0.005915310667049066
1802	0.005663941631977241
1834	0.003155844890125332
1861	0.003936741491182716
1882	0.004027181293758708
2024	0.007737632151898968
2048	0.0017443036182581031
2077	0.0027969892923202775
2118	0.003771923080816069
2157	0.0025762775065475032
2223	0.002787447990289404
2231	0.004201304049337581
2254	0.0035401105813150967
2262	0.007429981316952757
2267	0.0027969892923202775
2397	0.004463319566973176
2408	0.0055893984705501845
2426	0.003981219949731334
2483	0.0019252216771483536
2524	0.004747130396272577
2609	0.002970191740381525
2619	0.0033850357637347254
2673	0.0042832318703099155
2704	0.00308326430930151
2709	0.004597934959205199
2766	0.003258974268161793
2802	0.002474103908543055
2809	0.005663941631977241
2813	0.005104921761959206
2896	0.0013476727083904841
2905	0.002393196222756709
2916	0.0055893984705501845
2928	0.004870679812242004
2958	0.005518679757181447
3006	0.0054514121410864065
3065	0.003107035805785795
3090	0.0011485941792242667
3147	0.004123972792640931
3222	0.008134263061766586
3223	0.002806597084797065
3270	0.0036963582723315465
3279	0.0024293849838490705
3298	0.00611260560910889
3420	0.0017443036182581031
3460	0.0038113175505996248
3536	0.006010432011104442
3552	0.004828254537454761
3596	0.009648933711670277
3597	0.005742746659675756
3717	0.00389365321439137
3808	0.0052110289222352365
3856	0.0024515631453115028
3882	0.0017309826195482361
3883	0.003607378197410138
3884	0.004495761361200752
3959	0.0018950296828942495
3969	0.005006400385006924
3988	0.005104921761959206
4062	0.0037148647601433684
4188	0.003678096910778876
4241	0.003107035805785795
4263	0.002257252430912379
4295	0.003678096910778876
4319	0.0028556667707139703
4380	0.003660074266678271
4382	0.0033997814940387363
4551	0.0015108985199419889
4558	0.009648933711670277
4562	0.0024075579426298716
4613	0.006619592411862895
4634	0.0038314450999044473
4655	0.0037914796163869215
4667	0.002237969422302242
4816	0.0021513850259001406
4843	0.007429981316952757
4845	0.005325988200503315
4947	0.001564671287930178
4959	0.007429981316952757
4998	0.003341721856856801
5002	0.007737632151898968
5157	0.005387274407472796
5234	0.008134263061766586
5253	0.006781981372013313
5279	0.004149270982073551
5292	0.004463319566973176
5324	0.0017265707353323447
5372	0.0055893984705501845
5434	0.0016960766376388292
5444	0.005826330592127659
5465	0.002237969422302242
5495	0.0018461340394988726
5528	0.003660074266678271
5613	0.005156954829223235
5614	0.004870679812242004
5673	0.0028556667707139703
5756	0.008134263061766586
5767	0.005915310667049066
5869	0.003771923080816069
5878	0.0022252623034016896
5980	0.005518679757181447
6029	0.005387274407472796
6138	0.0046705155400290225
6177	0.004528984960179052
6193	0.006222961501995277
6348	0.005742746659675756
6366	0.00434068654362038
6373	0.003258974268161793
6500	0.0026517274175244837
6545	0.0017804686462929962
6566	0.002041951657398098
6571	0.0038518708459533675
6605	0.0030950988252356148
6608	0.003660074266678271
6672	0.0035401105813150967
6716	0.003299727362463928
6736	0.00389365321439137
6761	0.003624720723446653
6764	0.0027407074924458916
6780	0.005156954829223235
6890	0.002357933107665416
6964	0.004027181293758708
6979	0.009648933711670277
6987	0.003523794264958236
6990	0.006342925187358451
6991	0.006474330537067102
7106	0.0038314450999044473
7107	0.005742746659675756
7116	0.002560057170742804
7244	0.0028556667707139703
7250	0.0018703651138310352
7266	0.0028962200660677126
7287	0.002560057170742804
7288	0.004747130396272577
7305	0.006619592411862895
7347	0.004870679812242004
7401	0.0022966469006959348
7461	0.003624720723446653
7612	0.003590251112055516
7625	0.005006400385006924
7719	0.0008043584410589933
7840	0.006474330537067102
7859	0.008134263061766586
7904	0.006222961501995277
7914	0.0031434796714474777
7928	0.0029593782524706944
7929	0.0015184531286574004
7930	0.0010918490243998083
7941	0.004311659942223968
7991	0.0019050203979234111
8000	0.0024293849838490705
8005	0.004597934959205199
8027	0.0030483583273921027
8039	0.005742746659675756
8092	0.0054514121410864065
8233	0.005267310722109623
8261	0.004050749605121269
8270	0.002400358382452659
8272	0.004004009107277757
8294	0.008693282931784622
8387	0.0011284666299194446
8389	0.006474330537067102
8390	0.003341721856856801
8391	0.006222961501995277
8419	0.0031434796714474777
8445	0.005826330592127659
8587	0.0024220708412790253
8597	0.002263740502372653
8602	0.0021573924978928543
8632	0.0033850357637347254
8656	0.0021158797339873984
8690	0.007429981316952757
8757	0.0009443652109426612
8759	0.0022064185571143697
8760	0.0030369166630466256
8762	0.0037148647601433684
8772	0.004050749605121269
8785	0.00308326430930151
8823	0.004747130396272577
8907	0.002609302142737241
8948	0.0038518708459533675
8951	0.003771923080816069
8994	0.003678096910778876
9035	0.0037526400722059324
